scenario_id,timestamp,road_id,u,v,key,road_type,length_m,traffic_density,vehicle_count,average_speed,free_flow_speed,congestion,congestion_level,flow_pcu_h,road_status,incident_type
sudden_congestion,2026-08-27 15:00:00,12657825779_3158856597_0,12657825779,3158856597,0,primary,37.5,35.39,2,49.4,60.0,0.177,low,1747.7,open,
multiple_congested,2026-08-27 18:00:00,1332764086_2231827606_0,1332764086,2231827606,0,secondary,95.3,222.87,29,5.0,38.0,0.8822,severe,1114.3,open,
normal,2026-08-27 14:00:00,2509297560_2509297535_0,2509297560,2509297535,0,secondary,604.9,43.3,35,31.5,38.0,0.1714,low,1363.3,open,
sudden_congestion,2026-08-27 15:00:00,3612549800_306621585_0,3612549800,306621585,0,secondary,21.0,65.35,2,28.2,38.0,0.2587,low,1841.0,open,
accident,2026-08-27 17:30:00,12724899373_10727855893_0,12724899373,10727855893,0,secondary,55.1,116.73,9,16.2,60.0,0.7295,severe,1894.2,open,
accident,2026-08-27 17:30:00,3186227082_3186227083_0,3186227082,3186227083,0,trunk,45.3,102.69,6,34.3,60.0,0.4279,moderate,3525.1,open,
normal,2026-08-27 14:00:00,7694025353_13883073890_0,7694025353,13883073890,0,secondary,267.8,31.08,11,48.3,60.0,0.1943,low,1502.6,open,
sudden_congestion,2026-08-27 15:00:00,2852296297_2782950478_0,2852296297,2782950478,0,secondary,98.6,39.89,5,32.0,38.0,0.1579,low,1276.5,open,
accident,2026-08-27 17:30:00,308777208_3612562534_0,308777208,3612562534,0,primary,128.0,164.13,28,15.8,50.0,0.6839,heavy,2594.4,open,
clearing,2026-08-27 21:00:00,11671772500_3154115150_0,11671772500,3154115150,0,primary_link,32.5,71.34,3,24.6,30.0,0.1783,low,1758.5,open,
clearing,2026-08-27 21:00:00,1747117857_2822548456_0,1747117857,2822548456,0,secondary,58.2,32.93,3,33.0,38.0,0.1303,low,1088.2,open,
accident,2026-08-27 17:30:00,11944521816_11944521815_0,11944521816,11944521815,0,primary_link,8.7,222.87,3,13.3,30.0,0.5572,heavy,2960.8,open,
multiple_congested,2026-08-27 18:00:00,2738998026_3612551009_0,2738998026,3612551009,0,secondary,25.7,172.0,6,12.1,38.0,0.6808,heavy,2086.1,open,
sudden_congestion,2026-08-27 15:00:00,7565154318_2795965024_0,7565154318,2795965024,0,secondary,61.7,39.11,3,39.8,50.0,0.2037,low,1557.1,open,
accident,2026-08-27 17:30:00,3204190489_1779488052_0,3204190489,1779488052,0,primary,20.4,154.58,4,13.6,60.0,0.7729,severe,2106.3,open,
heavy_congestion,2026-08-27 18:30:00,1318407379_1318407408_0,1318407379,1318407408,0,secondary,186.7,149.37,38,5.0,60.0,0.9335,severe,746.8,open,
multiple_congested,2026-08-27 18:00:00,3618958587_3618957429_0,3618958587,3618957429,0,secondary,613.8,167.85,140,6.3,50.0,0.8742,severe,1055.7,open,
sudden_congestion,2026-08-27 15:00:00,1779447581_1783239928_0,1779447581,1783239928,0,secondary,34.4,49.61,2,30.5,38.0,0.1964,low,1514.9,open,
multiple_congested,2026-08-27 18:00:00,3618949550_3618949526_0,3618949550,3618949526,0,secondary,112.1,105.98,16,20.3,60.0,0.6624,heavy,2146.9,open,
peak_hour,2026-08-27 18:30:00,11539912277_3148642973_0,11539912277,3148642973,0,primary,10.8,166.4,2,10.1,60.0,0.832,severe,1677.4,open,
accident,2026-08-27 17:30:00,6273447614_667238523_0,6273447614,667238523,0,secondary,52.1,178.65,13,11.1,38.0,0.7071,severe,1988.1,open,
road_closure,2026-08-27 16:00:00,3207145510_2478095092_0,3207145510,2478095092,0,trunk,546.5,57.54,43,45.6,60.0,0.2397,low,2624.7,open,
peak_hour,2026-08-27 18:30:00,7602407486_12854654553_0,7602407486,12854654553,0,trunk,593.4,128.73,104,27.8,60.0,0.5364,heavy,3581.0,open,
heavy_congestion,2026-08-27 18:30:00,7601883687_3933388005_0,7601883687,3933388005,0,trunk,1441.0,173.74,339,16.6,60.0,0.7239,severe,2878.1,open,
sudden_congestion,2026-08-27 15:00:00,5230130834_5230197430_0,5230130834,5230197430,0,secondary,51.9,68.48,5,27.7,38.0,0.2711,low,1896.8,open,
heavy_congestion,2026-08-27 18:30:00,1318407379_7015811265_0,1318407379,7015811265,0,secondary_link,13.0,325.71,6,5.0,28.0,0.95,severe,1628.6,open,
normal,2026-08-27 14:00:00,6570831625_11155870701_0,6570831625,11155870701,0,secondary,37.9,31.38,2,41.8,50.0,0.1635,low,1312.7,open,
heavy_congestion,2026-08-27 18:30:00,6150225982_1301947596_0,6150225982,1301947596,0,primary,91.5,136.52,17,19.0,60.0,0.6826,heavy,2600.0,open,
multiple_congested,2026-08-27 18:00:00,4182726090_7565205918_0,4182726090,7565205918,0,secondary,137.9,143.26,27,12.7,50.0,0.7461,severe,1818.4,open,
peak_hour,2026-08-27 18:30:00,1325226176_307061321_0,1325226176,307061321,0,trunk,226.3,181.24,56,14.7,60.0,0.7552,severe,2662.3,open,
multiple_congested,2026-08-27 18:00:00,571360675_12899742607_0,571360675,12899742607,0,trunk,16.6,185.98,4,13.5,60.0,0.7749,severe,2511.7,open,
heavy_congestion,2026-08-27 18:30:00,1598149514_6149816880_0,1598149514,6149816880,0,trunk,426.0,164.46,95,18.9,60.0,0.6852,heavy,3105.8,open,
clearing,2026-08-27 21:00:00,1274191930_1947097742_0,1274191930,1947097742,0,trunk_link,10.9,52.58,1,30.5,35.0,0.1278,low,1605.2,open,
normal,2026-08-27 14:00:00,11530209256_11530209255_0,11530209256,11530209255,0,trunk_link,22.5,97.72,3,26.7,35.0,0.2375,low,2607.8,open,
accident,2026-08-27 17:30:00,2852292345_2794316763_0,2852292345,2794316763,0,secondary,5.3,151.18,1,15.3,38.0,0.5984,heavy,2307.0,open,
sudden_congestion,2026-08-27 15:00:00,7547651605_7547305297_0,7547651605,7547305297,0,secondary,103.3,44.27,6,31.3,38.0,0.1752,low,1387.5,open,
normal,2026-08-27 14:00:00,11906681477_5483042457_0,11906681477,5483042457,0,primary,341.3,50.35,23,36.5,45.0,0.1888,low,1837.9,open,
road_closure,2026-08-27 16:00:00,306605295_2243962045_0,306605295,2243962045,0,secondary,37.3,97.18,5,23.4,38.0,0.3847,moderate,2272.3,open,
road_closure,2026-08-27 16:00:00,8386715617_8386715620_0,8386715617,8386715620,0,primary,39.7,79.83,4,31.5,45.0,0.2993,low,2516.9,open,
clearing,2026-08-27 21:00:00,3417745443_3417745442_0,3417745443,3417745442,0,trunk,42.2,27.85,2,53.0,60.0,0.116,low,1477.2,open,
clearing,2026-08-27 21:00:00,11521715251_571349801_0,11521715251,571349801,0,trunk,252.1,26.07,9,53.5,60.0,0.1086,low,1394.1,open,
normal,2026-08-27 14:00:00,3618942510_3618941098_0,3618942510,3618941098,0,secondary,381.1,38.34,20,32.2,38.0,0.1518,low,1235.9,open,
normal,2026-08-27 14:00:00,3614586197_3614586216_0,3614586197,3614586216,0,secondary,17.8,50.19,1,30.5,38.0,0.1987,low,1528.3,open,
sudden_congestion,2026-08-27 15:00:00,3598265384_3598265360_0,3598265384,3598265360,0,trunk,41.2,41.85,2,49.5,60.0,0.1744,low,2073.1,open,
peak_hour,2026-08-27 18:30:00,3191098100_3215426733_0,3191098100,3215426733,0,trunk,26.0,111.85,4,32.0,60.0,0.466,moderate,3583.4,open,
sudden_congestion,2026-08-27 15:00:00,9565446297_3598383862_0,9565446297,3598383862,0,trunk,136.1,32.42,6,51.9,60.0,0.1351,low,1682.4,open,
sudden_congestion,2026-08-27 15:00:00,11521112899_1707132513_0,11521112899,1707132513,0,secondary,13.9,52.78,1,40.8,50.0,0.1833,low,2155.2,open,
road_closure,2026-08-27 16:00:00,3618954856_3618955195_0,3618954856,3618955195,0,primary,283.8,100.57,39,29.0,50.0,0.419,moderate,2921.3,open,
peak_hour,2026-08-27 18:30:00,2857909874_13296016155_0,2857909874,13296016155,0,secondary,36.2,146.23,7,16.0,38.0,0.5788,heavy,2340.4,open,
road_closure,2026-08-27 16:00:00,298989708_298989684_0,298989708,298989684,0,secondary,13.3,92.68,2,24.1,38.0,0.3669,moderate,2229.9,open,
sudden_congestion,2026-08-27 15:00:00,9774168205_2246173464_0,9774168205,2246173464,0,secondary,54.4,46.69,3,31.0,38.0,0.1848,low,1446.3,open,
normal,2026-08-27 14:00:00,7709978600_2089776942_0,7709978600,2089776942,0,primary,225.4,42.11,13,47.4,60.0,0.2106,low,1994.8,open,
road_closure,2026-08-27 16:00:00,4188771249_4308788503_0,4188771249,4308788503,0,secondary,255.3,61.47,21,28.8,38.0,0.2433,low,1767.6,open,
heavy_congestion,2026-08-27 18:30:00,9903509084_9903513205_0,9903509084,9903513205,0,secondary,13.4,171.7,3,12.2,38.0,0.6797,heavy,2090.1,open,
road_closure,2026-08-27 16:00:00,5458722457_1284172177_0,5458722457,1284172177,0,secondary,178.1,55.93,13,39.0,60.0,0.3495,moderate,2182.7,open,
multiple_congested,2026-08-27 18:00:00,11524676760_7129724434_0,11524676760,7129724434,0,primary,283.7,253.33,97,5.0,45.0,0.95,severe,1266.7,open,
multiple_congested,2026-08-27 18:00:00,2857793666_2857910416_0,2857793666,2857910416,0,secondary,107.2,140.82,20,16.8,38.0,0.5574,heavy,2368.4,open,
multiple_congested,2026-08-27 18:00:00,12198472170_2178294779_0,12198472170,2178294779,0,trunk,190.9,133.72,35,26.6,60.0,0.5572,heavy,3552.9,open,
normal,2026-08-27 14:00:00,3614510153_2780888510_0,3614510153,2780888510,0,primary,174.6,54.83,13,38.6,50.0,0.2285,low,2115.2,open,
road_closure,2026-08-27 16:00:00,1752932121_1752932122_0,1752932121,1752932122,0,trunk,58.1,97.21,8,43.8,60.0,0.27,low,4257.7,open,
peak_hour,2026-08-27 18:30:00,2461452203_3579915271_0,2461452203,3579915271,0,secondary,44.4,143.25,9,6.3,60.0,0.8953,severe,899.6,open,
sudden_congestion,2026-08-27 15:00:00,3612549913_3612549837_0,3612549913,3612549837,0,primary,35.0,50.47,2,39.5,50.0,0.2103,low,1992.7,open,
peak_hour,2026-08-27 18:30:00,9713126176_9713126180_0,9713126176,9713126180,0,primary,132.3,127.6,23,21.7,60.0,0.638,heavy,2771.5,open,
road_closure,2026-08-27 16:00:00,7547305319_7547305291_0,7547305319,7547305291,0,secondary,15.5,75.45,2,26.7,38.0,0.2987,low,2010.9,open,
accident,2026-08-27 17:30:00,2886925111_12787705862_0,2886925111,12787705862,0,secondary,575.0,184.44,144,10.3,38.0,0.7301,severe,1891.9,open,
accident,2026-08-27 17:30:00,596375631_7662775105_0,596375631,7662775105,0,trunk,137.7,145.77,27,23.6,60.0,0.6074,heavy,3434.0,open,
multiple_congested,2026-08-27 18:00:00,6112831410_2245994965_0,6112831410,2245994965,0,secondary,54.9,169.21,13,12.5,38.0,0.6698,heavy,2123.3,open,
normal,2026-08-27 14:00:00,6590720050_7419125774_0,6590720050,7419125774,0,secondary,347.1,53.79,25,29.9,38.0,0.2129,low,1608.9,open,
peak_hour,2026-08-27 18:30:00,1317466173_728954717_0,1317466173,728954717,0,secondary,68.3,156.46,14,9.3,50.0,0.8149,severe,1448.0,open,
multiple_congested,2026-08-27 18:00:00,7692082022_3614507459_0,7692082022,3614507459,0,secondary,26.4,192.57,7,9.0,38.0,0.7623,severe,1739.7,open,
accident,2026-08-27 17:30:00,5232370526_5232370531_0,5232370526,5232370531,0,secondary,40.1,176.14,10,11.5,38.0,0.6972,heavy,2026.6,open,
sudden_congestion,2026-08-27 15:00:00,4196504402_1311326816_0,4196504402,1311326816,0,secondary,33.8,27.68,1,30.8,40.0,0.2306,low,851.7,open,
accident,2026-08-27 17:30:00,7576586186_7177404977_0,7576586186,7177404977,0,primary,999.1,237.23,321,5.0,45.0,0.8896,severe,1186.2,open,
sudden_congestion,2026-08-27 15:00:00,10992056552_11449027319_0,10992056552,11449027319,0,secondary,740.6,48.28,48,30.7,38.0,0.1911,low,1483.9,open,
clearing,2026-08-27 21:00:00,308944691_308944690_0,308944691,308944690,0,secondary,59.7,34.33,3,32.8,38.0,0.1359,low,1127.2,open,
road_closure,2026-08-27 16:00:00,12079987299_4011191501_0,12079987299,4011191501,0,trunk,14.4,52.26,1,46.9,60.0,0.2178,low,2453.0,open,
heavy_congestion,2026-08-27 18:30:00,12234483443_3158888597_0,12234483443,3158888597,0,secondary,40.7,196.22,11,8.5,38.0,0.7767,severe,1665.0,open,
peak_hour,2026-08-27 18:30:00,3612565541_308527272_0,3612565541,308527272,0,secondary,48.4,143.27,9,12.7,50.0,0.7462,severe,1818.0,open,
peak_hour,2026-08-27 18:30:00,1706620095_4191261807_0,1706620095,4191261807,0,secondary,81.1,113.04,12,20.6,50.0,0.5888,heavy,2324.4,open,
sudden_congestion,2026-08-27 15:00:00,2590250997_3614466964_0,2590250997,3614466964,0,secondary,38.0,42.72,2,31.6,38.0,0.1691,low,1349.0,open,
road_closure,2026-08-27 16:00:00,2231826869_1333800122_0,2231826869,1333800122,0,secondary,139.0,96.59,18,23.5,38.0,0.3823,moderate,2267.0,open,
multiple_congested,2026-08-27 18:00:00,6894285256_12290574125_0,6894285256,12290574125,0,primary,478.9,247.06,160,5.0,45.0,0.9265,severe,1235.3,open,
heavy_congestion,2026-08-27 18:30:00,4189137198_7578269186_0,4189137198,7578269186,0,trunk,121.7,167.24,28,18.2,60.0,0.6968,heavy,3042.0,open,
heavy_congestion,2026-08-27 18:30:00,3598398106_310444527_0,3598398106,310444527,0,secondary,7.2,182.4,2,5.0,50.0,0.95,severe,912.0,open,
road_closure,2026-08-27 16:00:00,308795968_308795969_0,308795968,308795969,0,secondary,37.1,68.37,3,27.7,38.0,0.2706,low,1894.9,open,
clearing,2026-08-27 21:00:00,3612561908_2854814884_0,3612561908,2854814884,0,secondary,26.9,33.08,1,41.4,50.0,0.1723,low,1368.9,open,
peak_hour,2026-08-27 18:30:00,7539782408_663178827_0,7539782408,663178827,0,primary,35.3,232.67,11,5.7,45.0,0.8725,severe,1334.9,open,
multiple_congested,2026-08-27 18:00:00,308614024_308614007_0,308614024,308614007,0,secondary,638.6,170.31,147,5.6,50.0,0.887,severe,961.9,open,
multiple_congested,2026-08-27 18:00:00,7702234113_3205895170_0,7702234113,3205895170,0,trunk,106.6,128.64,19,27.8,60.0,0.536,heavy,3581.3,open,
peak_hour,2026-08-27 18:30:00,7702441573_1321834474_0,7702441573,1321834474,0,secondary,15.9,166.21,4,6.7,50.0,0.8657,severe,1116.3,open,
sudden_congestion,2026-08-27 15:00:00,7103825088_7103825089_0,7103825088,7103825089,0,primary_link,16.8,116.52,3,21.3,30.0,0.2913,low,2477.4,open,
peak_hour,2026-08-27 18:30:00,5384809497_7664028080_0,5384809497,7664028080,0,primary,139.8,253.33,48,5.0,45.0,0.95,severe,1266.7,open,
heavy_congestion,2026-08-27 18:30:00,3602491838_3602491939_0,3602491838,3602491939,0,trunk,39.2,228.24,12,10.4,50.0,0.7925,severe,2367.9,open,
sudden_congestion,2026-08-27 15:00:00,7012965574_3579914292_0,7012965574,3579914292,0,secondary,18.3,37.01,1,46.1,60.0,0.2313,low,1707.1,open,
heavy_congestion,2026-08-27 18:30:00,2802823287_2083572885_0,2802823287,2083572885,0,secondary,58.3,185.37,15,10.1,38.0,0.7337,severe,1875.5,open,
accident,2026-08-27 17:30:00,2404191167_3602491493_0,2404191167,3602491493,0,trunk,74.3,141.91,14,25.4,50.0,0.4927,moderate,3599.2,open,
multiple_congested,2026-08-27 18:00:00,2231949542_2231795920_0,2231949542,2231795920,0,trunk,227.0,158.47,49,20.4,60.0,0.6603,heavy,3230.0,open,
accident,2026-08-27 17:30:00,6308390364_6308390372_0,6308390364,6308390372,0,secondary,355.6,172.61,83,12.0,38.0,0.6832,heavy,2077.7,open,
clearing,2026-08-27 21:00:00,3166087758_3154107782_0,3166087758,3154107782,0,secondary,10.4,45.88,1,31.1,38.0,0.1816,low,1426.9,open,
sudden_congestion,2026-08-27 15:00:00,306609657_312780822_0,306609657,312780822,0,secondary,9.2,61.87,1,28.7,38.0,0.2449,low,1775.3,open,
sudden_congestion,2026-08-27 15:00:00,7571887389_3554707877_0,7571887389,3554707877,0,secondary,761.8,39.73,41,32.0,38.0,0.1572,low,1272.2,open,
heavy_congestion,2026-08-27 18:30:00,11971318277_11971318276_0,11971318277,11971318276,0,secondary,41.4,221.14,12,5.0,38.0,0.8753,severe,1105.7,open,
sudden_congestion,2026-08-27 15:00:00,3648916631_3648966624_0,3648916631,3648966624,0,trunk,122.3,31.68,5,52.1,60.0,0.132,low,1649.8,open,
multiple_congested,2026-08-27 18:00:00,2859386324_306609625_0,2859386324,306609625,0,secondary,16.0,181.31,4,10.7,38.0,0.7177,severe,1945.1,open,
clearing,2026-08-27 21:00:00,9939581042_353721399_0,9939581042,353721399,0,secondary,103.4,27.07,4,49.9,60.0,0.1692,low,1349.2,open,
peak_hour,2026-08-27 18:30:00,4193167075_5569790378_0,4193167075,5569790378,0,secondary,91.2,232.32,29,5.0,38.0,0.9196,severe,1161.6,open,
peak_hour,2026-08-27 18:30:00,14014153398_14014157202_0,14014153398,14014157202,0,secondary,100.1,185.91,25,10.0,38.0,0.7359,severe,1865.9,open,
clearing,2026-08-27 21:00:00,7576670605_7576670619_0,7576670605,7576670619,0,secondary,53.7,43.62,3,31.4,38.0,0.1727,low,1371.4,open,
road_closure,2026-08-27 16:00:00,13766702523_13766702524_0,13766702523,13766702524,0,trunk_link,13.8,147.96,3,22.4,35.0,0.3596,moderate,3316.3,open,
heavy_congestion,2026-08-27 18:30:00,2886664029_4373979866_0,2886664029,4373979866,0,secondary,700.2,206.55,196,6.9,38.0,0.8176,severe,1431.6,open,
road_closure,2026-08-27 16:00:00,667238531_3614586622_0,667238531,3614586622,0,secondary,30.8,59.69,2,29.0,38.0,0.2363,low,1732.3,open,
sudden_congestion,2026-08-27 15:00:00,12317733675_2187029931_0,12317733675,2187029931,0,motorway_link,624.8,61.8,52,40.3,50.0,0.1931,low,2493.3,open,
peak_hour,2026-08-27 18:30:00,11068688892_11054429719_0,11068688892,11054429719,0,secondary,1587.1,159.41,343,14.0,38.0,0.631,heavy,2235.3,open,
normal,2026-08-27 14:00:00,12064346272_2805646904_0,12064346272,2805646904,0,secondary_link,90.5,50.73,6,23.9,28.0,0.1479,low,1210.2,open,
peak_hour,2026-08-27 18:30:00,308796014_3790504698_0,308796014,3790504698,0,primary,25.3,190.0,7,5.0,60.0,0.95,severe,950.0,open,
accident,2026-08-27 17:30:00,2232018061_3598274783_0,2232018061,3598274783,0,secondary,42.2,170.59,10,12.3,38.0,0.6753,heavy,2105.1,open,
multiple_congested,2026-08-27 18:00:00,2249699637_2249699840_0,2249699637,2249699840,0,primary,96.2,147.35,19,15.8,60.0,0.7368,severe,2327.3,open,
peak_hour,2026-08-27 18:30:00,4204351901_4204351908_0,4204351901,4204351908,0,secondary,53.9,210.01,15,6.4,38.0,0.8313,severe,1346.4,open,
normal,2026-08-27 14:00:00,2852259557_9729819156_0,2852259557,9729819156,0,primary,109.1,50.83,8,36.4,45.0,0.1906,low,1851.4,open,
heavy_congestion,2026-08-27 18:30:00,8620523640_8620300951_0,8620523640,8620300951,0,secondary,4.1,240.0,1,5.0,38.0,0.95,severe,1200.0,open,
heavy_congestion,2026-08-27 18:30:00,314924667_11644756965_0,314924667,11644756965,0,secondary,143.8,135.48,26,9.2,60.0,0.8468,severe,1245.6,open,
normal,2026-08-27 14:00:00,11482195854_11947538990_0,11482195854,11947538990,0,trunk_link,77.4,80.43,8,28.2,35.0,0.1955,low,2264.7,open,
accident,2026-08-27 17:30:00,11539912528_3598268010_0,11539912528,3598268010,0,primary,95.8,113.09,15,26.1,60.0,0.5654,heavy,2948.6,open,
peak_hour,2026-08-27 18:30:00,1705510720_12725277789_0,1705510720,12725277789,0,trunk,9.0,115.39,1,31.2,60.0,0.4808,moderate,3594.7,open,
road_closure,2026-08-27 16:00:00,11827299598_2232093167_0,11827299598,2232093167,0,primary,184.0,66.42,17,40.1,60.0,0.3321,moderate,2661.8,open,
sudden_congestion,2026-08-27 15:00:00,2245995094_3205653519_0,2245995094,3205653519,0,primary,38.7,52.38,3,44.3,60.0,0.2619,low,2319.7,open,
road_closure,2026-08-27 16:00:00,3178486583_3098826727_0,3178486583,3098826727,0,primary,28.1,110.9,4,37.8,60.0,0.3697,moderate,4194.3,open,
clearing,2026-08-27 21:00:00,3669594767_3671923981_0,3669594767,3671923981,0,primary,123.6,43.07,7,37.7,45.0,0.1615,low,1625.2,open,
multiple_congested,2026-08-27 18:00:00,4132070268_4132070272_0,4132070268,4132070272,0,secondary,15.5,188.47,4,9.7,38.0,0.746,severe,1819.0,open,
multiple_congested,2026-08-27 18:00:00,2858365812_306609619_0,2858365812,306609619,0,secondary,17.7,149.32,4,15.5,38.0,0.5911,heavy,2320.4,open,
heavy_congestion,2026-08-27 18:30:00,2090103503_2090103753_0,2090103503,2090103753,0,secondary,49.8,166.97,11,12.9,38.0,0.6609,heavy,2151.4,open,
sudden_congestion,2026-08-27 15:00:00,6158030516_13381234541_0,6158030516,13381234541,0,secondary,23.3,33.73,1,47.4,60.0,0.2108,low,1597.2,open,
sudden_congestion,2026-08-27 15:00:00,4191150309_13238921273_0,4191150309,13238921273,0,secondary,26.3,62.12,2,28.7,38.0,0.2459,low,1780.1,open,
sudden_congestion,2026-08-27 15:00:00,9953877625_9953877626_0,9953877625,9953877626,0,primary_link,11.5,73.63,1,24.5,30.0,0.1841,low,1802.3,open,
multiple_congested,2026-08-27 18:00:00,2791955612_4183057901_0,2791955612,4183057901,0,secondary,6.1,116.15,1,16.4,60.0,0.726,severe,1909.8,open,
accident,2026-08-27 17:30:00,6390373760_6390373756_0,6390373760,6390373756,0,primary,568.7,132.13,102,20.4,60.0,0.6606,heavy,2690.4,open,
accident,2026-08-27 17:30:00,3602300110_3602300080_0,3602300110,3602300080,0,primary,78.2,120.52,13,23.8,60.0,0.6026,heavy,2873.7,open,
accident,2026-08-27 17:30:00,6308390570_1431186360_0,6308390570,1431186360,0,secondary,56.2,173.4,13,11.9,38.0,0.6864,heavy,2066.6,open,
peak_hour,2026-08-27 18:30:00,2852295847_2852295839_0,2852295847,2852295839,0,secondary,59.9,131.79,11,18.2,38.0,0.5217,heavy,2395.5,open,
peak_hour,2026-08-27 18:30:00,6887708354_314924667_0,6887708354,314924667,0,secondary,4.5,83.9,1,28.5,60.0,0.5244,heavy,2394.3,open,
sudden_congestion,2026-08-27 15:00:00,3554737227_3618958519_0,3554737227,3618958519,0,motorway,8735.3,42.54,503,100.9,120.0,0.1595,low,4290.1,open,
multiple_congested,2026-08-27 18:00:00,7571925143_2802822404_0,7571925143,2802822404,0,trunk,8.2,122.25,1,29.4,60.0,0.5094,heavy,3598.7,open,
clearing,2026-08-27 21:00:00,7220801886_7220801889_0,7220801886,7220801889,0,secondary,48.6,38.68,3,32.2,38.0,0.1531,low,1244.7,open,
clearing,2026-08-27 21:00:00,7687007557_7687007552_0,7687007557,7687007552,0,secondary,4.0,27.18,0,33.9,38.0,0.1076,low,921.7,open,
clearing,2026-08-27 21:00:00,11546080947_11546080946_0,11546080947,11546080946,0,secondary_link,8.3,53.13,1,23.7,28.0,0.155,low,1257.1,open,
clearing,2026-08-27 21:00:00,308783054_11841112298_0,308783054,11841112298,0,primary,290.4,35.76,14,49.3,60.0,0.1788,low,1762.1,open,
accident,2026-08-27 17:30:00,3681327113_8334104852_0,3681327113,8334104852,0,primary,6.8,174.19,2,15.6,45.0,0.6532,heavy,2718.3,open,
heavy_congestion,2026-08-27 18:30:00,2590251025_2590250997_0,2590251025,2590250997,0,secondary,93.7,240.0,30,5.0,38.0,0.95,severe,1200.0,open,
peak_hour,2026-08-27 18:30:00,2236837169_2236836730_0,2236837169,2236836730,0,trunk,660.3,103.63,93,34.1,60.0,0.4318,moderate,3533.0,open,
sudden_congestion,2026-08-27 15:00:00,2859386163_2859386160_0,2859386163,2859386160,0,secondary,35.2,46.87,2,30.9,38.0,0.1855,low,1450.7,open,
road_closure,2026-08-27 16:00:00,5514222128_2491309087_0,5514222128,2491309087,0,secondary,10.1,62.41,1,28.6,38.0,0.247,low,1785.6,open,
multiple_congested,2026-08-27 18:00:00,571158896_571159244_0,571158896,571159244,0,secondary,38.6,198.97,10,8.1,38.0,0.7876,severe,1605.9,open,
clearing,2026-08-27 21:00:00,7710171916_7710171915_0,7710171916,7710171915,0,secondary,62.5,36.61,3,32.5,38.0,0.1449,low,1189.5,open,
multiple_congested,2026-08-27 18:00:00,667238521_667238523_0,667238521,667238523,0,secondary,51.7,225.48,16,5.0,38.0,0.8925,severe,1127.4,open,
road_closure,2026-08-27 16:00:00,6275677681_3602486439_0,6275677681,3602486439,0,secondary_link,16.3,93.05,2,20.4,28.0,0.2714,low,1898.2,open,
accident,2026-08-27 17:30:00,2766314839_2766314918_0,2766314839,2766314918,0,primary,165.0,174.83,39,7.6,60.0,0.8741,severe,1320.2,open,
normal,2026-08-27 14:00:00,596391665_315086386_0,596391665,315086386,0,secondary,15.4,56.11,1,29.6,38.0,0.2221,low,1658.5,open,
road_closure,2026-08-27 16:00:00,12736463898_2859478901_0,12736463898,2859478901,0,secondary,91.6,89.84,11,24.5,38.0,0.3556,moderate,2199.9,open,
multiple_congested,2026-08-27 18:00:00,7694926219_3191118778_0,7694926219,3191118778,0,secondary,12.0,112.0,2,18.0,60.0,0.7,heavy,2016.0,open,
clearing,2026-08-27 21:00:00,5230196822_5232286960_0,5230196822,5232286960,0,secondary,30.6,44.68,2,31.3,38.0,0.1769,low,1397.7,open,
road_closure,2026-08-27 16:00:00,2822548738_6507371285_0,2822548738,6507371285,0,secondary,70.3,77.57,7,26.3,38.0,0.3071,moderate,2042.7,open,
accident,2026-08-27 17:30:00,571165682_7418703280_0,571165682,7418703280,0,primary,422.6,235.09,135,5.3,45.0,0.8816,severe,1252.6,open,
clearing,2026-08-27 21:00:00,7013309438_10596205825_0,7013309438,10596205825,0,secondary,127.8,22.53,4,51.6,60.0,0.1408,low,1161.2,open,
peak_hour,2026-08-27 18:30:00,3614575004_7642023374_0,3614575004,7642023374,0,secondary,94.8,180.02,23,10.9,38.0,0.7126,severe,1966.2,open,
clearing,2026-08-27 21:00:00,1337362244_1337361855_0,1337362244,1337361855,0,secondary,87.0,22.04,3,51.7,60.0,0.1378,low,1140.4,open,
heavy_congestion,2026-08-27 18:30:00,3602486732_11896333647_0,3602486732,11896333647,0,secondary,15.2,238.27,5,5.0,38.0,0.9432,severe,1191.4,open,
peak_hour,2026-08-27 18:30:00,9674197327_7733085116_0,9674197327,7733085116,0,primary,75.1,227.13,23,14.6,60.0,0.7571,severe,3310.3,open,
multiple_congested,2026-08-27 18:00:00,2090103321_2090103354_0,2090103321,2090103354,0,secondary,28.7,230.01,9,5.0,38.0,0.9105,severe,1150.1,open,
sudden_congestion,2026-08-27 15:00:00,308525917_307081804_0,308525917,307081804,0,trunk,52.8,37.97,3,50.5,60.0,0.1582,low,1917.9,open,
sudden_congestion,2026-08-27 15:00:00,308783069_2857520135_0,308783069,2857520135,0,secondary,48.5,48.01,3,37.5,50.0,0.25,low,1800.1,open,
accident,2026-08-27 17:30:00,2214196926_2408305464_0,2214196926,2408305464,0,secondary,105.6,186.58,27,9.9,38.0,0.7385,severe,1853.8,open,
clearing,2026-08-27 21:00:00,2225281216_3598263326_0,2225281216,3598263326,0,secondary,29.9,40.39,2,31.9,38.0,0.1599,low,1289.4,open,
normal,2026-08-27 14:00:00,2782950535_4334996361_0,2782950535,4334996361,0,secondary,28.4,62.78,2,28.6,38.0,0.2485,low,1792.8,open,
road_closure,2026-08-27 16:00:00,2857910416_2857793666_0,2857910416,2857793666,0,secondary,107.2,88.74,13,24.7,38.0,0.3513,moderate,2187.7,open,
